   0.25937,  -0.03305,   0.32863,  -0.44090,  -0.09461,   0.43637,   0.19781,  -0.54094,  -0.02536,   0.04390,   0.07468,   0.04390,  -0.35626,   0.02851,   0.38250,  -0.24083
   0.07468,  -0.11770,   0.08238,   0.25937,  -0.20235,  -0.04075,  -0.12539,  -0.21774,   0.27476,   0.53641,   0.12086,  -0.28700,   0.39789,   0.58258,   0.01312,  -0.31778
  -0.11000,   0.19781,  -0.04075,   0.32094,  -0.04075,   0.06699,   0.16703,  -0.00227,   0.21320,  -0.03305,  -0.17926,  -0.03305,  -0.11000,  -0.17926,   0.03621,  -0.10231
  -0.00227,  -0.00227,   0.00543,   0.00543,  -0.00227,  -0.00227,  -0.00227,  -0.00227,  -0.00227,   0.00543,   0.00543,  -0.00227,  -0.00227,  -0.00227,  -0.00227,  -0.00227
  -0.00227,  -0.00227,   0.00543,   0.00543,   0.00543,   0.00543,  -0.00227,  -0.00227,   0.00543,  -0.00996,   0.00543,   0.00543,  -0.00227,  -0.00227,  -0.00996,  -0.00227
  -0.00227,   0.00543,   0.00543,   0.00543,  -0.00227,  -0.00996,   0.00543,  -0.00227,   0.02082,   0.01312,  -0.00227,  -0.01766,  -0.00227,  -0.00996,  -0.00996,  -0.00227
   0.00543,  -0.00227,   0.00543,   0.01312,  -0.00227,  -0.00227,   0.00543,  -0.00227,  -0.00227,  -0.00227,  -0.00227,   0.00543,  -0.00996,   0.00543,  -0.00227,   0.00543
   0.43637,   0.12855,   0.05929,  -0.10231,   0.38250,   0.01312,  -0.27930,  -0.16387,  -0.00227,  -0.11000,  -0.07153,  -0.37165,   0.12086,  -0.01766,   0.15164,   0.19781
  -0.32547,   0.41328,   0.05160,  -0.37165,   0.12855,  -0.05614,   0.03621,   0.33633,   0.12855,  -0.08692,  -0.08692,  -0.25622,  -0.13309,   0.23629,   0.15933,  -0.38704
  -0.19465,   0.21320,   0.01312,  -0.31008,  -0.17926,  -0.14079,   0.00543,  -0.14848,   0.04390,  -0.11770,  -0.04075,   0.11316,   0.05160,   0.20551,  -0.11770,   0.03621
  -0.00227,  -0.02536,   0.54410,   0.41328,   0.29785,   0.38250,   0.33633,   0.48254,   0.26707,   0.25937,  -0.07922,   0.12855,  -0.42551,  -0.26391,   0.02851,   0.02851
  -0.07922,  -0.10231,   0.07468,  -0.10231,  -0.19465,  -0.07922,   0.14394,  -0.21004,   0.05929,   0.05160,  -1.18735,  -0.09461,   0.11316,   0.15933,  -0.07153,   0.28246
  -0.00227,  -0.00227,  -0.00227,   0.00543,  -0.00227,  -0.00227,  -0.00227,  -0.00227,   0.01312,   0.00543,   0.00543,  -0.00227,   0.00543,  -0.00227,  -0.00227,  -0.00227
   0.15164,  -0.12539,  -0.00227,  -0.14848,   0.05929,   0.10547,   0.10547,   0.28246,  -0.40243,   0.10547,  -0.25622,  -0.14848,   0.09008,   0.19781,   0.08238,   0.05160
   0.25937,   0.09008,  -0.33317,   0.02851,   0.05929,   0.15164,   0.19011,   0.03621,   0.00543,  -0.21774,  -0.17926,   0.26707,   0.34402,   0.20551,   0.07468,  -0.17926
   0.06699,  -0.20235,  -0.04075,  -0.39473,   0.19011,  -0.11000,  -0.25622,   0.05160,  -0.14079,   0.10547,   0.20551,  -0.06383,   0.12855,   0.02082,  -0.00996,  -0.06383
   0.03621,   0.31324,   0.48254,  -0.42551,   0.02851,   0.25937,   0.05160,   0.27476,   0.00543,   0.39789,   0.11316,   0.56719,  -0.19465,   0.24398,  -0.45630,   0.58258
   0.03621,  -0.13309,   0.07468,  -0.27930,   0.06699,  -0.00227,   0.09777,   0.37480,  -0.41782,   0.17472,  -0.07153,  -0.20235,   0.06699,   0.31324,   0.06699,  -0.01766
   0.08238,  -0.04075,   0.01312,   0.31324,  -0.03305,   0.05929,   0.22090,   0.08238,  -0.04075,   0.05929,  -0.18696,  -0.10231,  -0.03305,  -0.10231,   0.05929,  -0.02536
   0.27476,   0.23629,  -0.13309,   0.01312,   0.40558,  -0.54864,   0.16703,  -0.15618,  -0.18696,   0.77496,  -0.07922,   0.25168,   0.15933,  -0.61790,  -0.10231,  -0.36395
   0.18242,  -0.09461,  -0.00227,  -0.05614,   0.32094,  -0.05614,   0.20551,  -0.15618,   0.26707,  -0.14079,   0.06699,  -0.09461,  -0.03305,   0.25168,  -0.11000,   0.10547
